Unnamed: 0,Class,Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Copper_mg),Panto_Acid_mg),Vit_A_IU,Vit_A_RAE,Vit_D_µg,Vit_D_IU,FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_K_(g),Cholestrl_(g)
,4,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",66.2,29.52,3.43,1.19,0.0,0.0,0.0,0.045,0.465,9.0,3.0,0.0,1.0,1.28,1.4380000000000002,0.266,85.0,3 oz,337.0,"1 roast,  (yield from 426 g raw meat)",0.0,0.016,0.0017399999999999998,0.013999999999999999,0.281,0.39399999999999996,0.063,0.00428,2e-06,0.000281,0.0,8e-05,0.000234,0.008334999999999999,0.0008070000000000001,5e-05,0.0,5e-05,5e-05,0.0805,2.61e-05,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.00028000000000000003,1.3e-05,0.079
,1,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,CHERRY PISTACHIO,DRY",6.59,12.02,11.02,3.65,66.73,7.1,26.34,,,45.0,,,,1.3869999999999998,5.695,3.147,73.0,"1 package,  (1 NLEA serving)",,,0.0,0.132,0.00299,0.10300000000000001,0.33299999999999996,0.501,0.18100000000000002,0.00214,,,0.0007,0.00033400000000000004,0.00025,0.00133,0.000231,0.00022,,0.00022,,,2.1000000000000002e-06,,,,,,,0.0005,,0.001
,1,"BREAD,KNEEL DOWN (NAVAJO)",52.96,4.29,2.21,1.07,39.47,,3.74,0.095,0.354,,,,,0.353,0.603,0.847,28.0,1 oz,,,0.0,0.005,0.0011099999999999999,0.055,0.16399999999999998,0.32,0.126,0.00146,0.000303,0.00011899999999999999,,0.00012,0.000132,0.00249,,0.00098,,0.00098,,,,,,,,,,0.0,3e-06,
,1,"SPAGHETTIOS,SPAGHETTIOS W/ SLICED FRANKS",79.0,3.57,2.38,2.75,12.7,1.6,3.57,,,198.0,,0.4,16.0,0.992,0.992,0.397,252.0,"1 cup,  (1 serving)",,,0.0,0.06,0.00107,0.013000000000000001,0.079,0.33299999999999996,0.23800000000000002,0.00048,,,0.0024,6e-05,0.000101,0.00119,0.0,0.0004,,,,,0.0,,,,,,,0.0,,0.008
,5,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",90.72,3.1,0.11,0.71,5.35,3.0,1.44,0.043,0.27399999999999997,1118.0,56.0,0.0,0.0,0.018000000000000002,0.008,0.055,92.0,.5 cup,250.0,"1 package,  (10 oz) yields",0.0,0.051,0.00061,0.02,0.055,0.18,0.26,0.0003,0.000325,1.9e-05,0.0401,5.5e-05,8.1e-05,0.000458,0.00013000000000000002,0.0003,0.0,0.0003,0.0003,,0.0,0.0,0.00015,0.00663,1e-05,0.0,0.014980000000000002,0.00132,0.000995,0.0
,2,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",87.15,0.0,0.0,0.2,12.65,0.1,11.8,0.01,0.001,256.0,77.0,,,0.0,0.0,0.0,33.0,1 fl oz,203.0,"1 serving, 6 fl oz",0.0,0.052000000000000005,0.0,0.001,0.019,0.025,0.005,1e-05,7.000000000000001e-06,1e-06,0.0295,0.0,8.7e-05,0.0010229999999999998,0.000102,0.0,0.0,0.0,0.0,,0.0,0.0007700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,4,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,RAW",55.67,16.75,26.23,0.75,0.6,0.0,0.0,0.06,,19.0,6.0,0.2,7.0,11.663,12.698,1.1,85.0,3 oz,1562.0,1 ribs,52.0,0.01,0.0016600000000000002,0.017,0.11699999999999999,0.22399999999999998,0.052000000000000005,0.004,,0.000167,0.0,7.6e-05,0.00020299999999999997,0.004046,0.000397,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,,1.59e-05,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,,1.4999999999999999e-05,0.073
,1,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE STRIPES",2.0,4.0,17.8,,74.3,1.9,39.2,,,,,0.0,1.0,12.9,1.5,2.8,21.0,1 pouch,,,0.0,,,0.013000000000000001,0.07200000000000001,0.21899999999999997,0.314,0.0002,,,,0.00033999999999999997,0.0002,0.0021000000000000003,,0.00072,,,,,,,,,,,,,,0.001
,1,"CANDIES,HEATH BITES",0.86,3.94,30.38,1.16,63.39,2.0,60.02,0.03,0.01,232.0,,,,15.62,8.8,2.55,39.0,15 pieces,,,0.0,0.086,0.00078,0.006,0.071,0.21,0.245,0.00011,0.0,0.0,0.0008,2e-05,0.00011,8.999999999999999e-05,0.0,1e-05,,,,,,,,,,,,,,0.019
,5,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",1.95,35.22,25.4,3.88,33.55,17.7,4.2,0.828,0.45299999999999996,200.0,10.0,0.0,0.0,3.674,5.61,14.339,172.0,1 cup,,,0.0,0.138,0.0039,0.145,0.363,1.47,0.163,0.00314,0.002158,0.00019099999999999998,0.0022,0.0001,0.000145,0.00141,0.00020800000000000001,0.0021100000000000003,0.0,0.0021100000000000003,0.0021100000000000003,0.1243,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.00091,0.000504,0.0
,1,"CEREALS RTE,GENERAL MILLS,RICE CRUNCHINS",,4.76,2.38,,80.95,4.8,9.52,,,3571.0,,7.1,286.0,0.0,,,21.0,"1 bowl, (3/4 cup) (1 NLEA serving)",,,0.0,0.0,0.00514,,,,0.23800000000000002,,,,0.0429,0.0010710000000000001,0.001214,0.014286000000000002,0.001429,0.00286,,,,,4.29e-05,,,,,,,,,0.0
,1,"BREAD,PAN DULCE,SWT YEAST BREAD",21.54,9.42,11.58,1.08,56.38,2.3,12.5,0.121,0.59,23.0,5.0,0.0,0.0,2.1830000000000003,3.4989999999999997,1.53,63.0,"1 slice,  (average weight of 1 slice)",,,0.0,0.086,0.0028699999999999997,0.024,0.094,0.10300000000000001,0.228,0.0008399999999999999,0.00045999999999999996,0.000262,0.0012,0.000377,0.00022999999999999998,0.0034630000000000004,5.6999999999999996e-05,0.00108,0.0006799999999999999,0.0004,0.00155,0.0291,1.1e-06,5e-05,1e-05,2.9999999999999997e-05,1e-05,0.0,0.00036,0.00029,1.6e-05,0.03
,1,"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR",11.85,8.89,1.43,0.51,77.32,2.4,0.54,0.165,0.187,0.0,0.0,0.0,0.0,0.34,0.12,0.602,,,,,0.0,0.02,0.00126,0.02,0.085,0.131,0.002,0.0009400000000000001,0.000628,0.00011399999999999999,0.0,0.000194,7.199999999999999e-05,0.0011979999999999998,3.7e-05,0.00031,0.0,0.00031,0.00031,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,5e-05,3e-06,0.0
,4,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD",60.93,22.18,18.14,0.64,0.0,0.0,0.0,0.063,0.696,308.0,88.0,0.1,2.0,5.02,7.13,4.0,85.0,3 oz,36.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",48.0,0.018000000000000002,0.00122,0.016,0.12,0.145,0.064,0.00193,2e-05,0.000199,0.0,4.3e-05,0.00015099999999999998,0.004343,0.00015,5e-05,0.0,5e-05,5e-05,0.0511,1.8000000000000001e-06,0.00088,0.0,0.0,0.0,0.0,0.0,0.00027,4.1e-05,0.078
,2,"BABYFOOD,DINNER,VEG&LAMB,JR",88.6,2.1,1.7,0.5,7.1,1.1,0.94,0.028999999999999998,0.159,1483.0,138.0,0.0,0.0,0.696,0.69,0.154,28.0,1 oz,170.0,1 jar,0.0,0.013000000000000001,0.00033999999999999997,0.006999999999999999,0.049,0.095,0.013000000000000001,0.00022,,2.4e-05,0.0017,2.1e-05,3.2e-05,0.000554,4.4e-05,4e-05,0.0,4e-05,4e-05,,1.6e-06,0.0007599999999999999,,,,,,0.00024,,0.005
,5,"BLUEBERRIES,CND,LT SYRUP,DRND",75.72,1.04,0.4,0.18,22.66,2.6,17.45,0.053,0.040999999999999995,36.0,2.0,0.0,0.0,0.027999999999999997,0.062,0.19,244.0,1 cup,,,0.0,0.006,0.00043,0.004,0.012,0.054000000000000006,0.003,8.999999999999999e-05,0.00044,1e-06,0.0005,4.6e-05,0.000132,0.000363,4.900000000000001e-05,2e-05,0.0,2e-05,2e-05,0.004,0.0,0.0,0.0,0.00022,0.0,0.0,0.00053,0.0013800000000000002,0.000199,0.0
,5,"TOMATOES,RED,RIPE,CKD,STWD",80.63,1.96,2.68,1.68,13.05,1.7,,0.095,0.256,666.0,33.0,0.0,0.0,0.521,1.048,0.878,101.0,1 cup,604.0,"1 recipe,  yield",0.0,0.026000000000000002,0.00106,0.015,0.038,0.247,0.455,0.00017999999999999998,0.000193,1.2e-05,0.0182,0.00010800000000000001,8e-05,0.0011099999999999999,8.599999999999999e-05,0.00011,0.0,0.00011,0.00011,,0.0,0.0,,,,,,,,0.0
,4,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",44.9,15.95,14.07,2.08,22.99,0.2,2.97,0.337,0.765,306.0,83.0,0.4,15.0,5.419,4.997,1.849,254.0,1 item,,,0.0,0.09300000000000001,0.00206,0.022000000000000002,0.204,0.145,0.642,0.00221,0.000188,0.00025100000000000003,0.0,0.000236,0.00025499999999999996,0.003355,0.000132,0.00047000000000000004,0.00037999999999999997,0.0001,0.00073,0.08220000000000001,1.27e-05,0.00081,0.0,0.0002,4e-05,0.0,0.00151,0.00055,3.4e-05,0.13
,4,"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,CKD,RSTD",62.57,28.21,9.37,1.07,0.0,0.0,0.0,0.107,1.133,38.0,11.0,0.3,13.0,2.588,3.79,3.09,85.0,3 oz,275.0,1 drumstick,29.0,0.016,0.00158,0.024,0.196,0.254,0.11199999999999999,0.004220000000000001,7.000000000000001e-06,0.000299,0.0,6.3e-05,0.00034100000000000005,0.005574,0.000398,9e-05,0.0,9e-05,9e-05,0.1139,2.46e-05,0.00011,0.0,0.0,0.0,0.0,7e-05,8e-05,0.0,0.12
,5,"VEGETABLE OIL,PALM KERNEL",0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,11.4,1.6,13.0,1 tablespoon,218.0,1 cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00381,0.00024700000000000004,0.0
,2,"CARBONATED BEV,GINGER ALE",91.23,0.0,0.0,0.0,8.77,0.0,8.7,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1 fl oz,488.0,"1 can,  or bottle (16 fl oz)",0.0,0.003,0.00017999999999999998,0.001,0.0,0.001,0.006999999999999999,5e-05,1.3000000000000001e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,5,"GINGER ROOT,RAW",78.89,1.82,0.75,0.77,17.77,2.0,1.7,0.226,0.203,0.0,0.0,0.0,0.0,0.203,0.154,0.154,2.0,1 tsp,24.0,".25 cup, slices (1"" dia)",7.0,0.016,0.0006,0.043,0.034,0.415,0.013000000000000001,0.00033999999999999997,0.000229,7.000000000000001e-06,0.005,2.5e-05,3.4e-05,0.00075,0.00016,0.00011,0.0,0.00011,0.00011,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026000000000000003,1e-06,0.0
,5,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED",19.6,5.2,22.9,1.5,50.8,1.5,,0.10099999999999999,0.435,10.0,3.0,,,5.926,12.697000000000001,2.909,28.0,1 oz,45.0,"1 doughnut,  medium (approx 3"" dia)",0.0,0.06,0.00106,0.017,0.11699999999999999,0.102,0.402,0.00044,0.00033400000000000004,9.6e-05,0.0001,0.00023300000000000005,0.000198,0.0015119999999999999,2.7000000000000002e-05,0.00045999999999999996,0.00033999999999999997,0.00011999999999999999,0.0007,,2.4e-06,2.9999999999999997e-05,,,,,,,,0.032
,4,"MORNINGSTAR FARMS BUFFALO WINGS,FRZ,UNPREP",49.3,14.1,11.0,3.0,22.6,4.8,2.8,,,0.0,,0.0,0.0,1.7,3.2,5.6,85.0,5 Wings,,,0.0,0.063,0.0032,0.035,0.11199999999999999,0.265,0.642,0.0005,,,0.0,0.0005,0.0001,0.0047,0.0002,0.0,0.0,0.0,0.0,,2.5e-05,,,,,,,,,0.0
,1,"SNAPPER,MIXED SPECIES,RAW",76.87,20.51,1.34,1.31,0.0,0.0,0.0,0.027999999999999997,0.75,106.0,32.0,10.2,408.0,0.285,0.251,0.45899999999999996,85.0,3 oz,218.0,1 fillet,0.0,0.032,0.00017999999999999998,0.032,0.198,0.41700000000000004,0.064,0.00036,1.3000000000000001e-05,0.00038199999999999996,0.0016,4.6e-05,3e-06,0.000284,0.0004,5e-05,0.0,5e-05,5e-05,0.065,2.9999999999999997e-05,0.00032,0.0,0.0,0.0,0.0,0.0,0.00096,1e-06,0.037000000000000005
,4,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",72.96,23.59,2.94,1.12,0.0,0.0,0.0,0.048,0.358,6.0,2.0,0.0,1.0,1.12,1.2919999999999998,0.223,85.0,3 oz,758.0,1 roast,2.0,0.013000000000000001,0.00234,0.012,0.22,0.313,0.054000000000000006,0.0037,4e-06,0.00022200000000000003,0.0,6.4e-05,0.000236,0.006462000000000001,0.0006349999999999999,4e-05,0.0,4e-05,4e-05,0.0648,1.64e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.00022999999999999998,1.4999999999999999e-05,0.062
,1,"CEREALS,KASHI GO LN HOT CRL,CREAMY TRULY VANILLA,DRY",6.98,22.29,5.3,4.3,61.09,18.5,14.8,,,1.0,,,,0.89,1.6,2.59,40.0,"1 packet,  (1 NLEA serving)",,,0.0,0.095,0.0027,0.021,0.11699999999999999,0.6609999999999999,0.27399999999999997,0.0006,,,0.0,0.0002,7.000000000000001e-05,0.0008,2e-05,0.00015,,0.00015,,,,,,,,,,,,0.001
,4,"BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",63.87,29.93,6.05,1.19,0.0,0.0,0.0,0.081,0.59,0.0,0.0,,,2.305,2.416,0.223,85.0,3 oz,231.0,1 steak,18.0,0.021,0.0018399999999999998,0.026000000000000002,0.242,0.392,0.063,0.0054600000000000004,1.1e-05,0.000373,0.0,8.499999999999999e-05,0.00015900000000000002,0.008747999999999999,0.000661,0.0001,,0.0001,,,1.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00037999999999999997,1.4000000000000001e-05,0.095
,1,"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",79.63,4.74,0.55,1.45,13.63,3.3,,0.11699999999999999,0.19,13.0,,0.0,0.0,0.14400000000000002,0.046,0.237,240.0,1 cup,,,0.0,0.02,0.00097,0.027999999999999997,0.07,0.172,0.293,0.0007,0.000283,2.3e-05,0.0027,7.6e-05,7.4e-05,0.000354,4.5e-05,0.0005099999999999999,0.0,0.0005099999999999999,0.0005099999999999999,,0.0,0.0,,,,,,,,0.0
,1,"SWEETENERS,TABLETOP,SACCHARIN (SODIUM SACCHARIN)",8.75,0.94,0.0,1.19,89.11,0.0,85.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"1 serving,  1 packet",0.8,"1 serving,  1 packet SUGAR TWIN",0.0,0.0,4e-05,0.0,0.0,0.004,0.428,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,"RICE NOODLES,CKD",73.82,1.79,0.2,0.18,24.01,1.0,0.03,0.038,0.011000000000000001,0.0,0.0,0.0,0.0,0.023,0.026000000000000002,0.023,176.0,1 cup,,,0.0,0.004,0.00014,0.003,0.02,0.004,0.019,0.00025,0.00011399999999999999,4.5e-05,0.0,1.7999999999999994e-05,4e-06,7.199999999999999e-05,6e-06,1e-05,0.0,1e-05,1e-05,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0
,4,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",55.6,27.1,17.2,1.5,0.0,0.0,,0.08900000000000001,4.248,0.0,0.0,,,5.9,5.93,3.2,85.0,3 oz,222.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",0.0,0.016,0.0026100000000000003,0.021,0.45299999999999996,0.24600000000000002,0.06,0.0046,0.00020800000000000001,0.00048499999999999997,0.0203,0.00017999999999999998,0.000485,0.00397,0.00017999999999999998,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,,0.00016600000000000002,0.0,,,,,,,,0.262
,4,"FAST FOODS,CLAMS,BREADED&FRIED",29.2,11.15,22.96,2.95,33.75,,,0.083,0.26,106.0,32.0,,,5.742000000000001,9.948,5.89,115.0,.75 cup,,,0.0,0.018000000000000002,0.00265,0.027000000000000003,0.207,0.231,0.725,0.0014199999999999998,0.000268,8.300000000000001e-05,0.0,0.00017999999999999998,0.00022999999999999998,0.00249,3e-05,0.00037,0.00029,8e-05,0.00057,,9.6e-06,0.00032,,,,,,,,0.076
,4,"PERCH,MXD SP,CKD,DRY HEAT",73.25,24.86,1.18,1.59,0.0,0.0,,0.192,0.87,32.0,10.0,,,0.237,0.195,0.47200000000000003,46.0,1 fillet,85.0,3 oz,0.0,0.102,0.00116,0.038,0.257,0.344,0.079,0.0014299999999999998,0.0009,0.000161,0.0017,8e-05,0.00012,0.0019,0.00014,5.9999999999999995e-05,0.0,5.9999999999999995e-05,5.9999999999999995e-05,,2.2000000000000006e-05,0.0001,,,,,,,,0.115
,1,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,COOKIES 'N CREME",2.5,4.0,19.1,,72.2,2.4,39.7,,,,,,,12.7,2.1,3.7,20.0,1 pouch,,,0.0,,0.0021000000000000003,0.032,0.08199999999999999,0.19699999999999998,0.423,,,,,0.00029,0.00017999999999999998,0.0023,,0.00059,,,,,,,,,,,,,,0.0
,4,"USDA CMDTY CHICK,CND,MEAT ONLY,DRND",67.29,27.52,5.72,0.89,0.0,0.0,0.0,0.061,0.755,41.0,12.0,,,1.5719999999999998,2.0469999999999997,1.3130000000000002,135.0,"1 cup,  drained",142.0,"1 can,  (5 oz)",0.0,0.012,0.00116,0.022000000000000002,0.156,0.18899999999999997,0.271,0.00194,1.9e-05,0.000245,0.0,5.1e-05,0.000171,0.006505,0.000266,5.9999999999999995e-05,0.0,5.9999999999999995e-05,5.9999999999999995e-05,0.07379999999999999,2.3e-06,0.00011999999999999999,0.0,0.0,0.0,0.0,0.0,0.00027,2e-05,0.083
,4,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD",64.21,28.09,5.82,1.3,0.0,0.0,0.0,0.1,,0.0,0.0,0.1,5.0,2.15,2.92,0.34,85.0,"3 oz,  ( 1 serving )",,,9.0,0.006999999999999999,0.0031899999999999997,0.022000000000000002,0.222,0.384,0.07400000000000001,0.00639,,0.0003,0.0,9.4e-05,0.000264,0.003696,0.000291,0.0001,0.0,0.0001,0.0001,0.107,3.2200000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00016999999999999999,,0.09
,4,ROAST BF SPRD,61.7,15.27,16.28,3.02,3.73,0.2,0.71,0.10099999999999999,,1.0,0.0,,,6.4,5.587000000000001,0.42700000000000005,57.0,"1 serving,  .25 cup",,,0.0,0.023,0.00206,0.024,0.11599999999999999,0.259,0.7240000000000001,0.0060799999999999995,,0.000226,0.0002,2e-05,0.00022999999999999998,0.004200000000000001,0.00015,8e-05,0.0,8e-05,8e-05,,2.3800000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.07
,4,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",62.44,29.8,7.78,0.99,0.0,0.0,0.0,0.05,0.9359999999999999,93.0,28.0,0.1,5.0,2.19,3.03,1.66,140.0,"1 cup, chopped or diced",58.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",19.0,0.013999999999999999,0.00107,0.027000000000000003,0.214,0.245,0.071,0.0010199999999999999,1.7999999999999994e-05,0.00024700000000000004,0.0,6.6e-05,0.000119,0.012709999999999999,0.0005600000000000001,4e-05,0.0,4e-05,4e-05,0.0728,3.2e-06,0.00028,0.0,0.0,0.0,0.0,0.0,0.00027,3e-06,0.084
,1,"GIRL SCOUTS,DO-SI-DOS COOKIES",3.0,8.1,21.4,,66.0,3.7,31.1,,,,,,,5.9,6.5,7.3,24.0,2 cookies,,,0.0,,0.0034,,0.031,0.149,0.301,,,,,0.00026000000000000003,0.00015,0.0102,,0.00045999999999999996,,,,,,,,,,,,,,0.0
,5,"RESTAURANT,CHINESE,BF & VEG",78.82,7.08,5.3,1.5,7.29,1.5,2.41,0.049,0.44299999999999995,1262.0,63.0,0.1,3.0,0.978,1.217,2.13,574.0,1 order,,,0.0,0.022000000000000002,0.0011099999999999999,0.015,0.076,0.204,0.409,0.0015,0.000147,6.7e-05,0.0116,3.3e-05,5.5e-05,0.00132,0.000161,0.00045,0.0,0.00045,0.00045,0.0345,4.8e-06,0.0,0.00323,0.00595,1e-05,4e-05,0.00268,0.00082,0.000513,0.013999999999999999
,4,"GAME MEAT,BISON,LN,CKD,RSTD",66.54,28.44,2.42,1.58,0.0,0.0,0.0,0.107,,0.0,0.0,0.0,0.0,0.91,0.95,0.24,85.0,3 oz,340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)",0.0,0.008,0.0034200000000000003,0.026000000000000002,0.209,0.361,0.057,0.0036799999999999997,8e-06,0.00035499999999999996,0.0,0.0001,0.00027,0.00371,0.0004,8e-05,0.0,8e-05,8e-05,0.1148,2.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,1.3e-05,0.08199999999999999
,1,"DOMINO'S 14"" CHS PIZZA,CLASSIC HAND-TOSSED CRUST",44.87,10.8,8.97,2.13,33.24,2.2,4.02,0.107,0.45,301.0,61.0,0.0,0.0,4.11,2.165,1.8330000000000002,108.0,1 slice,865.0,1 pizza,0.0,0.16699999999999998,0.00234,0.024,0.204,0.161,0.523,0.00124,0.000324,0.00022999999999999998,0.0009,0.00032,0.00016999999999999999,0.00335,8e-05,,,,,,4.6e-06,0.00055,,,,,,0.00099,5.400000000000001e-05,0.017
,1,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",22.1,2.99,17.91,0.81,56.2,0.3,41.79,0.034,0.35,108.0,32.0,0.4,16.0,2.9360000000000004,7.563,6.377999999999999,67.0,1 serving,28.35,1 oz,0.0,0.062,0.00107,0.006,0.14300000000000002,0.053,0.26899999999999996,0.00025,9.499999999999999e-05,5.5e-05,0.0,0.0001,7.000000000000001e-05,0.0005,4.3e-05,0.00027,0.00018,9e-05,0.0004,0.061,1.5e-06,0.00032,0.0,0.0,2e-05,0.0,0.0010400000000000001,0.00119,6.900000000000001e-05,0.075
,1,"FAST FOODS,FRENCH TOAST STKS",33.57,6.0,17.74,1.47,41.21,1.4,9.89,0.085,0.336,5.0,0.0,0.0,0.0,3.989,9.502,2.5660000000000003,65.0,3 pieces,109.0,5 pieces,0.0,0.053,0.00192,0.019,0.087,0.111,0.4,0.0005099999999999999,0.00039,0.000122,0.0,0.000284,0.000175,0.002575,5.3e-05,0.00183,0.00041,0.0014199999999999998,0.00212,0.0139,0.0,0.0,0.0,2.9999999999999997e-05,0.0,0.0,4e-05,0.00088,0.000145,0.0
,5,"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",93.95,0.84,0.18,0.71,4.32,2.0,1.95,0.033,0.193,113.0,6.0,0.0,0.0,,,,124.0,"1 cup,  (1/2"" pieces)",,,0.0,0.009000000000000001,0.00037999999999999997,0.016,0.036000000000000004,0.319,0.242,0.0007700000000000001,8.599999999999999e-05,2e-06,0.033,5.1e-05,5.3e-05,0.00028000000000000003,4.1e-05,0.0005099999999999999,0.0,0.0005099999999999999,0.0005099999999999999,0.0108,0.0,0.0,0.0,0.0006799999999999999,0.0,0.0,0.01323,0.00014,4.8e-05,0.0
,3,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",54.9,3.56,31.5,3.19,6.85,0.1,3.0,0.12,0.11,143.0,,,,5.86,7.75,16.3,59.0,2 fl oz,,,0.0,0.10400000000000001,0.00028000000000000003,0.005,0.065,0.027000000000000003,0.851,0.00033999999999999997,,2e-06,0.0,1e-05,4e-05,2e-05,0.00109,4e-05,,4e-05,,,9.000000000000001e-07,,,,,,,,,0.035
,1,"MOTHER'S,MACAROON COOKIES",3.2,6.1,34.1,,55.7,4.1,25.4,,,,,,,18.1,5.4,8.1,31.0,2 cookies,,,0.0,,0.0024,0.026000000000000002,0.11599999999999999,0.152,0.284,0.0007,,,,0.0003,0.00024,0.0023,0.00021,0.00058,,,,,1e-06,,,,,,,,,0.003
,2,"BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD",76.2,3.8,2.53,0.6,16.88,0.0,9.7,0.21100000000000002,1.055,527.0,158.0,1.1,42.0,0.42200000000000004,0.8440000000000001,1.266,254.0,8 fl oz,,,0.0,0.127,0.0019,0.042,0.105,0.156,0.084,0.00158,,7.400000000000001e-05,0.0127,0.00015800000000000002,0.00017900000000000001,0.0021100000000000003,0.00021099999999999998,0.00042,0.00042,0.0,0.00072,0.0324,6.3e-06,0.00158,0.0,0.0,0.0,0.0,0.0,0.0014199999999999998,8.400000000000001e-05,0.002
,4,"FRANKFURTER,BF,LO FAT",63.8,12.0,19.5,3.1,1.6,0.0,0.0,0.065,,0.0,0.0,0.6,24.0,8.1,9.8,0.6,57.0,1 frankfurter,151.0,"1 cup, sliced",0.0,0.008,0.00115,0.011000000000000001,0.191,0.129,1.041,0.00196,,0.000139,0.001,5e-05,0.0001,0.0023,0.0001,4e-05,0.0,4e-05,4e-05,0.044000000000000004,1.4000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998,1.8e-05,0.04
,5,"RADISH SEEDS,SPROUTED,RAW",90.07,3.81,2.53,0.53,3.6,,,0.12,0.733,391.0,20.0,0.0,0.0,0.767,0.419,1.141,38.0,1 cup,,,0.0,0.051,0.00086,0.044000000000000004,0.113,0.086,0.006,0.0005600000000000001,0.00026000000000000003,6e-06,0.0289,0.000102,0.000103,0.002853,0.000285,0.00095,0.0,0.00095,0.00095,,0.0,0.0,,,,,,,,0.0
