Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Vit_A(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),Cholestrl_(g),Energ_Kcal
"ROLLS,DINNER,OAT BRAN",44.0,9.5,4.6,1.7,40.2,4.1,6.67,0.619,1.488,1.568,0.0,0.085,0.00414,0.033,0.115,0.121,0.413,0.00102,0.000136,0.000754,0.000293,0.0,0.000448,0.000289,0.004954,0.000428,4.4999999999999996e-05,0.00095,0.00064,0.00031,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,0.00047999999999999996,0.0,1.2e-05,0.0,236
"TEA,RTD,NESTLE,COOL NESTEA ICE TEA LEMON FLAVOR",91.18,0.0,0.0,0.12,9.09,0.0,9.09,,,,,0.003,0.0,0.001,0.036,0.019,0.021,5.9999999999999995e-05,8e-06,0.000131,,,,,,,,,,,,,,,,,,,,,,,36
"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",77.39,0.98,0.2,0.5,20.93,2.5,15.4,0.041,0.008,0.084,0.02259,0.015,0.0008,0.013,0.027,0.185,0.029,0.00019,0.000124,0.000507,7e-06,0.0105,2.4e-05,4.6e-05,0.000456,0.00033,5.1e-05,7e-05,0.0,7e-05,0.012199999999999999,0.0,0.0,0.0,0.04518,0.0,0.0,0.0,0.00094,0.0,2.1000000000000002e-05,0.0,89
"BEANS,WHITE,MATURE SEEDS,RAW",11.32,23.36,0.85,4.2,60.27,15.2,2.11,0.219,0.074,0.364,0.0,0.24,0.01044,0.19,0.301,1.795,0.016,0.00367,0.000984,0.001796,0.000128,0.0,0.000437,0.000146,0.000479,0.000732,0.00031800000000000003,0.00388,0.0,0.00388,0.06620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020999999999999998,0.0,5.6e-05,0.0,333
"GUANABANA NECTAR,CND",84.72,0.11,0.17,0.08,14.93,0.1,13.07,0.029,0.051,0.039,0.0,0.007,0.00035999999999999997,0.003,0.002,0.025,0.008,2e-05,1e-05,1e-05,4e-06,0.0111,3e-06,1.1e-05,0.00011999999999999999,7.000000000000001e-05,7e-06,6e-05,0.0,6e-05,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,59
SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,40.5,21.8,26.4,4.9,6.4,0.0,0.0,9.75,13.2,2.29,0.0,0.008,0.00151,0.017,0.142,0.378,0.936,0.00323,8e-05,3.8e-05,0.000261,0.0,0.0006,0.000285,0.004867,0.00106,0.0005,2e-05,0.0,2e-05,,1.8999999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,1.3000000000000001e-05,0.089,350
"KEEBLER,100 CAL RIGHT BITES,WHITE FUDGE DIPPED PRETZELS",2.4,7.0,20.0,,68.8,2.3,31.7,16.7,0.6,0.2,,0.112,0.0022,,0.088,0.168,0.632,,,,,,0.00033,0.00035,0.0031,,,0.00076,,,,,,,,,,,,,,0.002,483
"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",93.38,1.12,0.46,0.73,4.32,1.9,0.78,0.103,0.019,0.234,0.0010589999999999998,0.038,0.00106,0.013,0.02,0.096,0.002,0.0002,3.4e-05,0.000163,4e-06,0.0028,1.6e-05,4.6e-05,0.000206,0.0002,2.9999999999999997e-05,0.00028,0.0,0.00028,0.0147,0.0,0.0,0.00156,0.00122,0.00024,0.0,0.00452,2.9999999999999997e-05,0.0,0.00038899999999999997,0.0,22
"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",81.96,2.6,0.49,0.96,13.98,2.6,,0.092,0.096,0.236,0.00043799999999999997,0.011,0.00053,0.019,0.055,0.163,0.221,0.0005,0.00010899999999999999,0.000366,6e-06,0.0046,2.9e-05,5.8e-05,0.00064,0.000309,4.9000000000000005e-05,0.00032,0.0,0.00032,,0.0,0.0,,,,,,,0.0,,0.0,63
"CANDIES,REESE'S PNUT BUTTER CUPS",1.44,10.24,30.53,2.28,55.36,3.6,47.17,10.73,13.1,5.5,0.00016800000000000002,0.078,0.00121,0.062,0.161,0.343,0.357,0.00128,0.00023999999999999998,0.0,1.4e-05,0.0003,0.00016,0.00011,0.00449,0.00062,0.0001,0.0005,0.0,0.0005,0.0354,2.6e-06,0.00017,0.0,0.0,0.0,0.0,2e-05,0.00015,0.0,2e-05,0.006,515
"COLLARDS,FRZ,CHOPD,UNPREP",89.53,2.69,0.37,0.95,6.46,3.6,,0.048,0.027,0.178,0.027549,0.201,0.00107,0.029,0.027,0.253,0.048,0.00026000000000000003,5.3e-05,0.000633,1.4e-05,0.04,5e-05,0.00011,0.000641,0.00011,0.000115,0.00073,0.0,0.00073,,0.0,0.0,,0.0551,,,,,0.0,,0.0,33
"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",69.7,8.13,0.71,1.16,20.32,3.6,,0.185,0.059,0.303,3e-05,0.026,0.0030499999999999998,0.096,0.142,0.375,0.019,0.0018700000000000001,0.00027100000000000003,0.00047299999999999995,2.5e-05,0.0004,0.000162,4.6e-05,0.000714,0.000386,9.2e-05,0.00142,0.0,0.00142,,0.0,0.0,,,,,,,0.0,,0.0,117
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",10.0,8.8,1.2,0.41,79.6,4.8,0.3,0.16,0.29,0.51,0.0,0.002,0.00442,0.027,0.073,0.137,0.001,0.00041,,,,0.0,0.00061,0.00035999999999999997,0.00532,,0.00015,0.00205,,,,0.0,,,,,,,0.00011999999999999999,,,0.0,348
"CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND",85.2,3.17,1.59,3.69,6.35,0.8,0.79,0.397,0.397,0.794,,0.0,0.00057,,,0.063,0.651,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.008,56
"POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT",73.55,2.1,0.1,0.97,23.28,1.6,,0.026,0.002,0.043,0.0,0.005,0.00041,0.025,0.109,0.411,0.243,0.00033,0.000237,0.00017,4e-06,0.015099999999999999,0.000129,2.5e-05,0.001625,0.000597,0.000319,0.00012,0.0,0.00012,,0.0,0.0,,,,,,,0.0,,0.0,100
"KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL",3.0,10.6,11.6,1.4,73.4,12.2,0.4,1.1,6.0,4.5,0.0075,0.04,0.006,0.086,0.386,0.418,0.283,0.0033,,,,0.02,,,,,0.0017,0.00333,,,,5e-05,,,,,,,0.025,,,0.0,396
"SOUP,STOCK,CHICK,HOME-PREPARED",92.15,2.52,1.2,0.63,3.53,0.0,1.58,0.321,0.582,0.213,8.999999999999999e-06,0.003,0.00020999999999999998,0.004,0.027,0.105,0.143,0.00014000000000000001,5.4e-05,,2.2000000000000003e-05,0.0002,3.5000000000000004e-05,8.5e-05,0.0015840000000000001,,6.1e-05,5e-05,0.0,5e-05,0.0092,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,2.9999999999999997e-05,0.0,2e-06,0.003,36
"GAME MEAT,DEER,LOIN,LN,1"" STEAK,CKD,BRLD",67.07,30.2,2.38,1.25,0.0,0.0,0.0,1.351,0.54,0.158,0.0,0.006,0.00409,0.03,0.277,0.398,0.057,0.00363,0.00022700000000000002,2.9e-05,0.000133,0.0,0.00028000000000000003,0.000513,0.010757,0.000868,0.000756,9e-05,0.0,9e-05,0.113,1.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00062,0.0,1.2e-05,0.079,150
"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",59.61,24.62,11.45,3.38,0.0,0.0,0.0,1.528,3.869,5.148,0.00032399999999999996,0.382,0.00292,0.039,0.49,0.397,0.307,0.00131,0.000186,0.000108,0.000527,0.0,8e-05,0.00022700000000000002,0.0052450000000000005,0.000642,0.00016700000000000002,0.0001,0.0,0.0001,0.075,8.939999999999999e-05,0.00032,0.0,0.0,0.0,0.0,0.0,0.00204,4.8e-05,2.6000000000000002e-05,0.142,208
"Formulated bar, high fiber, chewy, oats and chocolate",12.04,5.0,10.0,3.14,69.78,22.5,25.0,3.397,3.522,2.334,0.0,0.25,0.0009,0.19,0.419,0.447,0.35,0.00196,0.000262,0.003407,8.900000000000001e-05,0.0012,0.0006879999999999999,9.1e-05,0.007903,0.0017549999999999998,0.000963,0.00035,0.00012,0.00022,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.00065,0.00147,0.0,2.6000000000000002e-05,0.0,350
"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,WO/SALT",93.95,0.84,0.18,0.71,4.32,2.0,1.95,0.014,0.033,0.078,0.000339,0.009,0.00038,0.016,0.036,0.319,0.006,0.0007700000000000001,3.3e-05,8.599999999999999e-05,2e-06,0.033,5.1e-05,5.3e-05,0.00028000000000000003,0.000193,4.1e-05,0.00051,0.0,0.00051,0.0108,0.0,0.0,0.0,0.00068,0.0,0.0,0.01323,0.00014000000000000001,0.0,4.8e-05,0.0,19
"CANDIES,SUGAR-COATED ALMONDS",2.3,10.0,17.93,1.51,68.26,2.5,62.5,1.948,12.078,3.904,8.999999999999999e-06,0.1,0.0019,0.137,0.166,0.255,0.013,0.00156,0.0005859999999999999,0.001121,1.7e-05,0.0,5e-05,0.00027,0.001,0.000156,5.9999999999999995e-05,0.00015,0.0,0.00015,0.026,0.0,0.0,0.0,2e-05,0.0,0.0,1e-05,0.01236,0.0,0.0,0.0,474
"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS",0.0,0.0,100.0,0.0,0.0,0.0,0.0,18.788,71.023,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00613,,0.00043,0.0,884
"WENDY'S,CLASSIC DOUBLE,W/ CHS",55.84,16.52,14.2,1.73,11.71,1.1,,5.89,5.74,1.3,,0.058,0.00294,0.019,0.134,0.214,0.422,0.0030499999999999998,7.5e-05,0.000133,0.00019899999999999999,0.0007,0.000242,0.000251,0.00352,0.000359,0.000189,,,,,1.92e-05,,,,,,,,,6.900000000000001e-05,0.051,241
"CEREALS,KELLOGG'S SPL K NOURISH,CRANBERRY ALMOND,DRY",8.5,15.0,8.39,4.8,63.29,9.3,22.39,1.1,3.79,2.59,0.0028859999999999997,0.385,0.01039,0.115,0.467,0.271,0.284,0.0017,,,,0.023,0.00057,0.00064,0.007690000000000001,,0.00076,0.00154,,,,1e-05,,,,,,,0.0026,3.7999999999999995e-05,,0.0,361
"VITASOY USA,ORGANIC NASOYA FIRM TOFU",83.4,8.9,4.4,1.0,2.3,0.8,0.3,0.5,1.2,2.7,,0.125,0.0012,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,0.0,84
"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW",67.17,18.58,13.49,0.98,0.0,0.0,,5.8,5.53,1.08,0.0,0.008,0.00171,0.024,0.178,0.261,0.057,0.0035,0.000115,2.1000000000000002e-05,0.000214,0.0,0.00013000000000000002,0.00023,0.00622,0.00068,0.00015,0.0002,0.0,0.0002,,2.5099999999999997e-05,0.0,,,,,,0.00020999999999999998,,,0.067,201
"SALAD DRSNG,FRENCH DRSNG,RED CAL",59.0,0.4,13.0,0.6,27.0,0.0,25.92,1.872,3.029,7.527,0.0006119999999999999,0.011,0.0004,0.0,0.014,0.079,0.838,0.00017999999999999998,1e-05,7.099999999999999e-05,1.6e-05,0.0,0.0,0.0,0.0,2.6e-05,0.0,2e-05,0.0,2e-05,0.004,0.0,0.0,4e-05,0.0012,0.0,0.03843,0.0,0.0028599999999999997,0.0,4.8e-05,0.0,200
"CEREALS RTE,KASHI GOLDEN GOODNESS",3.5,10.8,2.2,1.0,82.5,9.5,14.8,0.4,0.4,0.7,0.000234,0.042,0.0029,0.112,0.26,0.311,0.298,0.0021000000000000003,,,,0.0,0.00031,0.00013000000000000002,0.0037,,0.00023,0.00028,0.0,0.00028,,,,,,,,,0.006030000000000001,,,0.0,355
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD",65.93,28.0,5.72,1.11,0.0,0.0,0.0,1.972,2.391,0.231,0.0,0.006,0.00235,0.019,0.177,0.23,0.037,0.0048200000000000005,7.000000000000001e-05,1e-05,0.000317,0.0,6.3e-05,0.000158,0.005030000000000001,0.0005510000000000001,0.000376,9e-05,0.0,9e-05,0.1066,1.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00035999999999999997,,2e-05,0.076,163
"KEEBLER,DANISH WEDDING COOKIES",4.0,3.9,24.1,,68.3,2.6,37.9,11.6,3.8,5.8,,,0.0021000000000000003,0.017,0.055,0.084,0.267,0.0002,,,,,0.00023,0.00014000000000000001,0.0018,,2e-05,0.00045,,,,,,,,,,,,,,0.0,504
"FROZEN NOVELTIES,ICE TYPE,LIME",66.9,0.4,0.0,0.03,32.6,0.0,32.6,0.0,0.0,0.0,0.0,0.002,0.00016,0.001,0.001,0.003,0.022,2e-05,1.3e-05,2e-05,1e-06,0.001,1e-06,0.0,7e-06,3e-06,1e-06,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
"GRAPEFRUIT JUC,WHITE,CND,SWTND",87.38,0.58,0.09,0.82,11.13,0.1,11.03,0.012,0.012,0.021,2.1000000000000002e-05,0.008,0.00035999999999999997,0.01,0.011,0.162,0.002,5.9999999999999995e-05,4.8e-05,2e-05,1e-06,0.0269,4e-05,2.3e-05,0.000319,0.00013000000000000002,2e-05,0.0001,0.0,0.0001,,0.0,0.0,2e-05,3e-05,1e-05,0.0,0.0001,4e-05,0.0,0.0,0.0,46
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",12.5,6.2,10.5,1.2,69.6,1.4,36.5,2.8,5.9,1.8,0.0028859999999999997,0.029,0.0035,0.021,0.075,0.125,0.41,0.0004,0.0001,,,0.0,0.0003,0.0003,0.0038,0.0,0.0004,0.001,,0.001,,0.0,,,,,,,,,,0.0,392
"BREAKFAST BARS,OATS,SUGAR,RAISINS,COCNT (INCL GRANOLA BAR)",4.1,9.8,17.6,1.8,66.7,3.1,27.52,12.69,1.933,1.634,0.000456,0.06,0.00318,0.101,0.277,0.326,0.251,0.0016,0.00035999999999999997,,0.00016,0.001,0.00028000000000000003,0.00011,0.00175,,0.00035,0.00081,0.0,0.00081,0.027600000000000003,0.0,0.0,0.0,0.00091,0.0,0.0,0.00107,0.00082,0.0,0.00015900000000000002,0.0,464
"TURKEY,WHL,ENHANCED,MEAT & SKN,RSTD",65.05,26.09,8.01,1.36,0.0,0.0,0.0,2.301,2.851,2.28,0.000129,0.015,0.0008100000000000001,0.027,0.236,0.242,0.224,0.0022,8.7e-05,1.4999999999999999e-05,0.00029600000000000004,0.0,4.2999999999999995e-05,0.000257,0.009436,0.000944,0.000554,8e-05,0.0,8e-05,0.0777,1.67e-05,0.00013,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,4e-06,0.0,0.091,176
"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RST",54.66,23.36,21.85,0.99,0.0,0.0,0.0,9.562,10.284,1.003,8.099999999999999e-05,0.014,0.00213,0.021,0.149,0.262,0.064,0.00539,7.4e-05,7.4e-05,0.00022899999999999998,0.0,7.099999999999999e-05,0.000296,0.004897,0.000618,0.000507,6e-05,0.0,6e-05,0.0482,2.1099999999999998e-05,8e-05,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,,1.6e-05,0.079,290
SILK BLACK CHERRY SOY YOGURT,78.18,2.35,1.18,1.24,17.06,0.6,11.76,0.0,,,0.0,0.176,0.00064,,,,0.012,,,,,0.0176,,,,,,,,,,,,,,,,,,,,0.0,88
"KEEBLER,CLUB,MINIS MULTIGRAIN CRACKERS",2.0,7.3,19.8,,67.4,3.7,10.7,4.5,4.8,9.2,,,0.0045,0.039,0.221,0.153,0.876,0.0013,,,,,0.00038,0.00026000000000000003,0.0031,,0.0001,0.001,,,,0.0,,,,,,,0.0,0.0,,0.0,470
"MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP",56.4,15.5,6.5,1.8,19.8,10.1,1.1,0.9,2.0,3.3,0.0,0.094,0.0017,0.018,0.085,0.261,0.357,0.0005,,,,0.0,0.0001,0.0002,0.0004,,0.0001,0.00028,0.0,0.00028,,0.0,,,,,,,,0.0,,0.001,200
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",74.26,21.45,3.61,1.0,0.0,0.0,0.0,1.34,1.514,0.156,0.0,0.018,0.00183,0.022,0.2,0.333,0.076,0.00557,9.2e-05,1.2e-05,0.00027100000000000003,0.0,8.2e-05,0.00014000000000000001,0.004731,0.00063,0.000536,0.00013,0.0,0.00013,0.0896,1.71e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,,1.1000000000000001e-05,0.066,124
"SUPPER BAKES MEAL,CHEESY CHICK W/ PASTA (CHICK NOT INCLUDED)",51.3,7.06,4.71,5.17,31.76,1.2,4.71,1.176,,,,,,,,,0.988,,,,,,,,,,,,,,,,,,,,,,,,,0.006,198
"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",66.05,0.19,5.94,3.17,24.65,0.4,6.74,0.87,2.19,2.8,0.00033,0.008,0.00028000000000000003,0.003,0.001,0.02,1.562,2.9999999999999997e-05,1e-05,4e-05,1e-06,0.004,0.0,0.0,1e-05,0.0,0.0,0.0,,0.0,,0.0,,,,,,,1e-05,0.0,,0.0,86
"CAMPBELL'S,ORGANIC TOMATO JUC",93.8,0.82,0.0,1.26,4.12,0.8,2.88,0.0,0.0,0.0,0.000618,0.008,0.00015,,,0.177,0.28,,,,,0.0296,,,,,,,,,,,,,,,,,0.0,,,0.0,21
"LUNCHEON SAUSAGE,PORK&BF",58.62,15.38,20.9,3.52,1.58,0.0,,7.62,9.93,2.05,0.0,0.013,0.0014299999999999998,0.014,0.122,0.245,1.182,0.0024500000000000004,8e-05,4.2000000000000004e-05,0.000154,0.0,0.000217,0.000195,0.003527,0.00037,0.0002,3e-05,0.0,3e-05,,1.96e-05,0.0,,,,,,,,,0.064,260
"GOOSE,DOMESTICATED,MEAT&SKN,RAW",49.66,15.86,33.62,0.87,0.0,0.0,,9.78,17.77,3.76,0.000165,0.012,0.0025,0.018,0.234,0.308,0.073,0.00172,0.00027,2e-05,0.000144,0.004200000000000001,8.5e-05,0.000245,0.003608,0.001294,0.00039,4e-05,0.0,4e-05,,3.4e-06,0.00017,,,,,,,,,0.08,371
"BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD",61.65,28.19,7.96,1.14,1.07,0.0,0.0,2.905,3.763,0.292,1.2e-05,0.017,0.00204,0.025,0.233,0.374,0.062,0.0056500000000000005,9.5e-05,,0.00034799999999999995,0.0,6.7e-05,0.000129,0.007423,,0.000524,7e-05,0.0,7e-05,,2.79e-05,1e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.6e-05,0.083,189
"CHARD,SWISS,CKD,BLD,DRND,W/SALT",92.65,1.88,0.08,1.26,4.13,2.1,1.1,,,,0.018372,0.058,0.00226,0.086,0.033,0.549,0.415,0.00033,0.000163,0.00033400000000000004,9e-06,0.018,3.4e-05,8.599999999999999e-05,0.00035999999999999997,0.000163,8.5e-05,9e-05,0.0,9e-05,0.0287,0.0,0.0,0.00045,0.03652,0.0,0.0,0.11015,0.00189,0.0,0.0032730000000000003,0.0,20
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD",65.11,27.58,6.08,1.03,0.0,0.0,0.0,2.077,2.651,0.605,0.0,0.005,0.00063,0.027,0.237,0.367,0.045,0.00215,8.3e-05,7e-06,0.00045299999999999995,0.0,0.0006580000000000001,0.000195,0.008512,0.0006919999999999999,0.000722,0.0,0.0,0.0,0.0783,5.600000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,6e-06,0.0,0.072,173
"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,CKD",59.95,29.59,8.86,1.6,0.0,0.0,,3.86,3.48,0.52,0.0,0.013,0.00235,0.022,0.246,0.188,0.05,0.0043,0.000114,2.9e-05,2e-05,0.0,0.00013000000000000002,0.0005,0.007679999999999999,0.00058,0.00014000000000000001,0.0,0.0,0.0,,2.9500000000000002e-05,0.0,,,,,,0.00019,,,0.109,206
"KELLOGG'S,CINNABON,PANCAKES,CARAMEL",41.9,5.0,7.1,,43.4,1.0,15.6,1.2,1.6,3.6,0.0028559999999999996,0.057,0.0043,0.0,0.19,0.048,0.456,0.0,,,,,0.00029,0.00032,0.0038,,0.0004,0.00057,,,,1.1000000000000001e-05,,,,,,,0.0,0.0,,0.014,255
"POTATOES,HASH BROWN,REFR,UNPREP",77.82,1.75,0.08,1.19,19.16,1.8,0.91,,,,,0.006,0.00047999999999999996,0.019,0.07,0.425,0.042,0.00038,6.2e-05,0.00014000000000000001,2.9e-05,0.004900000000000001,2.7e-05,2.2e-05,0.001777,0.000555,0.000257,,,,0.0145,0.0,,,,,,,7.000000000000001e-05,0.0,4e-06,0.0,84
"OIL,TEASEED",0.0,0.0,100.0,0.0,0.0,0.0,0.0,21.1,51.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,884
"BREAD,REDUCED-CALORIE,RYE",46.0,9.1,2.9,1.6,40.5,12.0,2.29,0.368,0.672,0.752,1.2e-05,0.076,0.0031,0.022,0.078,0.098,0.513,0.00066,0.000133,0.000453,0.000279,0.0004,0.000367,0.00023999999999999998,0.002527,0.000297,7.7e-05,0.00058,0.00035,0.00023,0.0146,4e-07,0.0,0.0,2e-05,1e-05,0.0,0.00037,0.00028000000000000003,0.0,6e-06,0.0,203
"BROCCOLI,CKD,BLD,DRND,WO/SALT",89.25,2.38,0.41,0.77,7.18,3.3,1.39,0.079,0.04,0.17,0.004644,0.04,0.00067,0.021,0.067,0.293,0.041,0.00045,6.1e-05,0.000194,1.6e-05,0.0649,6.3e-05,0.000123,0.000553,0.000616,0.0002,0.00108,0.0,0.00108,0.040100000000000004,0.0,0.0,0.0,0.00929,0.0,0.0,0.0108,0.00145,0.0,0.001411,0.0,35
"CANDIES,CONFECTIONER'S COATING,YOGURT",1.91,5.87,27.0,1.28,63.94,0.0,62.36,24.104,0.526,0.524,1.2e-05,0.205,0.00014000000000000001,0.018,0.157,0.29,0.088,0.0007,8e-06,3e-06,4.7000000000000004e-05,0.0005,6.4e-05,0.000261,0.000154,0.000587,5.6e-05,8e-05,0.0,8e-05,0.0248,6.5000000000000004e-06,1e-05,0.0,0.0,0.0,0.0,0.0,0.00111,0.0,9.400000000000001e-05,0.001,522
"YAMBEAN (JICAMA),RAW",90.07,0.72,0.09,0.3,8.82,4.9,1.8,0.021,0.005,0.043,6.3e-05,0.012,0.0006,0.012,0.018,0.15,0.004,0.00016,4.8e-05,5.9999999999999995e-05,7e-06,0.0202,2e-05,2.9e-05,0.0002,0.000135,4.2000000000000004e-05,0.00012,0.0,0.00012,0.0136,0.0,0.0,0.0,0.00013,0.0,0.0,0.0,0.00046,0.0,3e-06,0.0,38
"SAUCE,PNUT,MADE FROM PNUT BUTTER,H2O,SOY SAU",51.4,6.31,16.02,4.25,22.02,1.8,17.07,2.907,6.986,4.786,0.0,0.022,0.00091,0.045,0.107,0.235,1.338,0.00078,0.000123,0.000484,3.4e-05,0.0,5.9999999999999995e-05,0.000127,0.0032,0.00031,0.00019,0.00022,0.0,0.00022,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022299999999999998,0.0,1e-05,0.0,257
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED",11.92,10.33,0.98,0.47,76.31,2.7,0.27,0.155,0.087,0.413,6e-06,0.015,0.00464,0.022,0.108,0.107,0.002,0.0007,0.00014399999999999998,0.0006820000000000001,0.000339,0.0,0.000785,0.000494,0.0059039999999999995,0.000438,4.4e-05,0.00183,0.00154,0.00029,,0.0,0.0,0.0,1e-05,0.0,0.0,0.00079,0.00023,0.0,3e-06,0.0,364
"CEREALS RTE,KELLOGG'S KRAVE DOUBLE CHOC CRL",3.5,7.1,11.2,2.3,75.9,10.6,36.3,2.6,2.8,5.2,0.005000999999999999,0.067,0.015,0.048,0.112,0.275,0.32,0.005,,,,0.05,0.00125,0.00113,0.0167,,0.0016699999999999998,0.00267,0.00248,0.00019,,5e-05,,,,,,,0.00067,3.2999999999999996e-05,,0.001,397
"PORK,CURED,HAM,PATTIES,UNHTD",54.4,12.78,28.19,2.93,1.69,0.0,,10.13,13.26,3.04,0.0,0.008,0.0010500000000000002,0.01,0.149,0.239,1.088,0.00157,7.000000000000001e-05,2.3e-05,0.00015800000000000002,0.0,0.00046,0.000154,0.0030139999999999998,0.00030199999999999997,0.00016,3e-05,0.0,3e-05,,1.08e-05,0.0,,,,,,,,,0.07,315
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",57.33,33.56,8.86,1.0,0.0,0.0,0.0,3.184,3.751,0.334,0.0,0.008,0.00272,0.022,0.208,0.271,0.044,0.0056,8e-05,1.2e-05,0.000342,0.0,7.7e-05,0.000179,0.005866,0.000662,0.000441,0.0001,0.0,0.0001,0.1278,1.87e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,2e-06,1.6e-05,0.095,223
"CEREALS,QUAKER,INST OATMEAL,DINOSAUR EGGS,BROWN SUGAR,DRY",6.87,8.69,7.59,3.18,73.68,6.4,28.91,2.42,1.69,1.4,0.006587999999999999,0.22,0.00791,0.089,0.302,0.25,0.5,0.0020099999999999996,,,,0.0,0.00066,0.00075,0.00879,,0.00088,0.00176,,,,0.0,,,,,,,0.00043,0.0,,0.0,384
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,SEL,RW",68.4,21.6,9.3,1.0,0.0,0.0,0.0,2.803,3.882,0.259,3.9e-05,0.007,0.00298,0.026,0.225,0.369,0.085,0.0085,0.000132,,0.000237,0.0,0.000156,0.000287,0.003901,,0.000399,3e-05,0.0,3e-05,,2.79e-05,4e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.5e-05,0.076,170
"TOPPINGS,BUTTERSCOTCH OR CARAMEL",32.0,1.5,0.1,0.5,65.9,0.9,,0.11,0.02,0.0,0.00027,0.053,0.0002,0.007,0.047,0.084,0.349,0.00019,2.4e-05,5e-05,0.0,0.0003,1.2e-05,9.5e-05,3.9e-05,0.000158,1.4e-05,2e-05,0.0,2e-05,,9e-07,0.00027,,,,,,,0.0,,0.001,252
